MON,HW,16,40,17,00
TUE,HW,16,40,17,00
WED,HW,16,40,17,00
THU,HW,16,40,17,00
FRI,HW,16,40,17,00
SAT,HW,16,40,17,00
SUN,HW,16,40,17,00
MON,HW,06,40,07,00
TUE,HW,06,40,07,00
WED,HW,06,40,07,00
THU,HW,06,40,07,00
FRI,HW,06,40,07,00
SAT,HW,06,40,07,00
SUN,HW,06,40,07,00
MON,HW,21,00,21,01
TUE,HW,21,00,21,01
WED,HW,21,00,21,01
THU,HW,21,00,21,01
FRI,HW,21,00,21,01
SAT,HW,21,00,21,01
SUN,HW,21,00,21,01
